T_C;seria_Hmax_nom_A_per_m;branch;i;H_A_per_m;B_T
10;10000;desc;85;912.9;0.10144
10;10000;desc;86;852.0;0.09824
10;10000;desc;87;791.2;0.09457
10;10000;desc;88;730.3;0.09096
10;10000;desc;89;669.5;0.08767
10;10000;desc;90;608.6;0.08468
10;10000;desc;91;547.7;0.08183
10;10000;desc;92;486.9;0.07974
10;10000;desc;93;426.0;0.07742
10;10000;desc;94;365.2;0.07375
10;10000;desc;95;304.3;0.06901
10;10000;desc;96;243.4;0.06605
10;10000;desc;97;182.6;0.06231
10;10000;desc;98;121.7;0.05924
10;10000;desc;99;60.9;0.05852
10;10000;desc;100;0.0;0.05678
10;10000;desc;101;-60.9;0.04930
10;10000;desc;102;-121.7;0.04547
10;10000;desc;103;-182.6;0.04029
10;10000;desc;104;-243.4;0.03683
10;10000;desc;105;-304.3;0.03239
10;10000;desc;106;-365.2;0.02735
10;10000;desc;107;-426.0;0.02245
10;10000;desc;108;-486.9;0.01598
10;10000;desc;109;-547.7;0.01029
10;10000;desc;110;-608.6;0.00505
10;10000;desc;111;-669.5;-0.00077
10;10000;desc;112;-730.3;-0.00826
10;10000;desc;113;-791.2;-0.01399
10;10000;desc;114;-852.0;-0.02015
10;10000;desc;115;-912.9;-0.02510
10;10000;desc;116;-973.8;-0.03370
10;10000;desc;117;-1034.6;-0.04013
10;10000;desc;118;-1095.5;-0.04384
10;10000;desc;119;-1156.3;-0.04908
10;10000;desc;120;-1217.2;-0.05503
10;10000;desc;121;-1278.1;-0.06029
10;10000;desc;122;-1338.9;-0.06362
10;10000;desc;123;-1399.8;-0.06917
10;10000;desc;124;-1460.7;-0.07443
10;10000;desc;125;-1521.5;-0.07913
10;10000;desc;126;-1582.4;-0.08312
10;10000;desc;127;-1643.2;-0.08759
10;10000;desc;128;-1704.1;-0.09070
10;10000;desc;129;-1765.0;-0.09453
10;10000;desc;130;-1825.8;-0.09858
10;10000;desc;131;-1886.7;-0.10260
10;10000;desc;132;-1947.5;-0.10651
10;10000;desc;133;-2008.4;-0.11061
10;10000;desc;134;-2069.3;-0.11449
10;10000;desc;135;-2130.1;-0.11815
10;10000;desc;136;-2191.0;-0.12191
10;10000;desc;137;-2251.8;-0.12546
10;10000;desc;138;-2312.7;-0.12830
10;10000;desc;139;-2373.6;-0.13145
10;10000;desc;140;-2434.4;-0.13372
10;10000;desc;141;-2495.3;-0.13627
10;10000;desc;142;-2556.1;-0.13990
10;10000;desc;143;-2617.0;-0.14292
10;10000;desc;144;-2677.9;-0.14586
10;10000;desc;145;-2738.7;-0.14879
10;10000;desc;146;-2799.6;-0.15177
10;10000;desc;147;-2860.4;-0.15508
10;10000;desc;148;-2921.3;-0.15771
10;10000;desc;149;-2982.2;-0.16067
10;10000;desc;150;-3043.0;-0.16343
10;10000;desc;151;-3103.9;-0.16562
10;10000;desc;152;-3164.7;-0.16780
10;10000;desc;153;-3225.6;-0.17014
10;10000;desc;154;-3286.5;-0.17281
10;10000;desc;155;-3347.3;-0.17602
10;10000;desc;156;-3408.2;-0.17882
10;10000;desc;157;-3469.0;-0.18136
10;10000;desc;158;-3529.9;-0.18393
10;10000;desc;159;-3590.8;-0.18589
10;10000;desc;160;-3651.6;-0.18804
10;10000;desc;161;-3712.5;-0.19117
10;10000;desc;162;-3773.3;-0.19419
10;10000;desc;163;-3834.2;-0.19652
10;10000;desc;164;-3895.1;-0.19829
10;10000;desc;165;-3955.9;-0.20024
10;10000;desc;166;-4016.8;-0.20256
10;10000;desc;167;-4077.7;-0.20511
10;10000;desc;168;-4138.5;-0.20600
10;10000;desc;169;-4199.4;-0.20634
10;10000;desc;170;-4260.2;-0.20756
10;10000;desc;171;-4321.1;-0.21166
10;10000;desc;172;-4382.0;-0.21564
10;10000;desc;173;-4442.8;-0.21721
10;10000;desc;174;-4503.7;-0.21891
10;10000;desc;175;-4564.5;-0.22142
10;10000;desc;176;-4625.4;-0.22390
10;10000;desc;177;-4686.3;-0.22638
10;10000;desc;178;-4747.1;-0.22852
10;10000;desc;179;-4808.0;-0.23068
10;10000;desc;180;-4868.8;-0.23281
10;10000;desc;181;-4929.7;-0.23427
10;10000;desc;182;-4990.6;-0.23573
10;10000;desc;183;-5051.4;-0.23797
10;10000;desc;184;-5112.3;-0.24016
10;10000;desc;185;-5173.1;-0.24220
10;10000;desc;186;-5234.0;-0.24352
10;10000;desc;187;-5294.9;-0.24510
10;10000;desc;188;-5355.7;-0.24704
10;10000;desc;189;-5416.6;-0.24836
10;10000;desc;190;-5477.4;-0.24979
10;10000;desc;191;-5538.3;-0.25238
10;10000;desc;192;-5599.2;-0.25513
10;10000;desc;193;-5660.0;-0.25714
10;10000;desc;194;-5720.9;-0.25925
10;10000;desc;195;-5781.7;-0.26145
10;10000;desc;196;-5842.6;-0.26338
10;10000;desc;197;-5903.5;-0.26475
10;10000;desc;198;-5964.3;-0.26647
10;10000;desc;199;-6025.2;-0.26804
10;10000;desc;200;-6086.0;-0.27071
10;10000;asc;0;-6086.0;-0.27087
10;10000;asc;1;-6025.2;-0.26902
10;10000;asc;2;-5964.3;-0.26752
10;10000;asc;3;-5903.5;-0.26570
10;10000;asc;4;-5842.6;-0.26424
10;10000;asc;5;-5781.7;-0.26275
10;10000;asc;6;-5720.9;-0.26137
10;10000;asc;7;-5660.0;-0.26006
10;10000;asc;8;-5599.2;-0.25894
10;10000;asc;9;-5538.3;-0.25780
10;10000;asc;10;-5477.4;-0.25611
10;10000;asc;11;-5416.6;-0.25396
10;10000;asc;12;-5355.7;-0.25206
10;10000;asc;13;-5294.9;-0.25080
10;10000;asc;14;-5234.0;-0.24917
10;10000;asc;15;-5173.1;-0.24737
10;10000;asc;16;-5112.3;-0.24577
10;10000;asc;17;-5051.4;-0.24403
10;10000;asc;18;-4990.6;-0.24248
10;10000;asc;19;-4929.7;-0.24103
10;10000;asc;20;-4868.8;-0.23940
10;10000;asc;21;-4808.0;-0.23762
10;10000;asc;22;-4747.1;-0.23579
10;10000;asc;23;-4686.3;-0.23383
10;10000;asc;24;-4625.4;-0.23198
10;10000;asc;25;-4564.5;-0.23053
10;10000;asc;26;-4503.7;-0.22903
10;10000;asc;27;-4442.8;-0.22583
10;10000;asc;28;-4382.0;-0.22385
10;10000;asc;29;-4321.1;-0.22235
10;10000;asc;30;-4260.2;-0.22090
10;10000;asc;31;-4199.4;-0.21954
10;10000;asc;32;-4138.5;-0.21780
10;10000;asc;33;-4077.7;-0.21573
10;10000;asc;34;-4016.8;-0.21391
10;10000;asc;35;-3955.9;-0.21188
10;10000;asc;36;-3895.1;-0.20999
10;10000;asc;37;-3834.2;-0.20833
10;10000;asc;38;-3773.3;-0.20538
10;10000;asc;39;-3712.5;-0.20292
10;10000;asc;40;-3651.6;-0.20144
10;10000;asc;41;-3590.8;-0.20019
10;10000;asc;42;-3529.9;-0.19862
10;10000;asc;43;-3469.0;-0.19667
10;10000;asc;44;-3408.2;-0.19433
10;10000;asc;45;-3347.3;-0.19219
10;10000;asc;46;-3286.5;-0.19011
10;10000;asc;47;-3225.6;-0.18807
10;10000;asc;48;-3164.7;-0.18645
10;10000;asc;49;-3103.9;-0.18489
10;10000;asc;50;-3043.0;-0.18285
10;10000;asc;51;-2982.2;-0.18051
10;10000;asc;52;-2921.3;-0.17817
10;10000;asc;53;-2860.4;-0.17579
10;10000;asc;54;-2799.6;-0.17315
10;10000;asc;55;-2738.7;-0.17122
10;10000;asc;56;-2677.9;-0.16892
10;10000;asc;57;-2617.0;-0.16756
10;10000;asc;58;-2556.1;-0.16669
10;10000;asc;59;-2495.3;-0.16460
10;10000;asc;60;-2434.4;-0.16056
10;10000;asc;61;-2373.6;-0.15784
10;10000;asc;62;-2312.7;-0.15604
10;10000;asc;63;-2251.8;-0.15380
10;10000;asc;64;-2191.0;-0.15107
10;10000;asc;65;-2130.1;-0.14876
10;10000;asc;66;-2069.3;-0.14639
10;10000;asc;67;-2008.4;-0.14366
10;10000;asc;68;-1947.5;-0.14113
10;10000;asc;69;-1886.7;-0.13902
10;10000;asc;70;-1825.8;-0.13686
10;10000;asc;71;-1765.0;-0.13408
10;10000;asc;72;-1704.1;-0.13138
10;10000;asc;73;-1643.2;-0.12848
10;10000;asc;74;-1582.4;-0.12578
10;10000;asc;75;-1521.5;-0.12284
10;10000;asc;76;-1460.7;-0.11986
10;10000;asc;77;-1399.8;-0.11773
10;10000;asc;78;-1338.9;-0.11502
10;10000;asc;79;-1278.1;-0.11147
10;10000;asc;80;-1217.2;-0.10907
10;10000;asc;81;-1156.3;-0.10659
10;10000;asc;82;-1095.5;-0.10348
10;10000;asc;83;-1034.6;-0.10096
10;10000;asc;84;-973.8;-0.09808
10;10000;asc;85;-912.9;-0.09506
10;10000;asc;86;-852.0;-0.09238
10;10000;asc;87;-791.2;-0.08935
10;10000;asc;88;-730.3;-0.08677
10;10000;asc;89;-669.5;-0.08370
10;10000;asc;90;-608.6;-0.08118
10;10000;asc;91;-547.7;-0.07676
10;10000;asc;92;-486.9;-0.07346
10;10000;asc;93;-426.0;-0.07057
10;10000;asc;94;-365.2;-0.06736
10;10000;asc;95;-304.3;-0.06333
10;10000;asc;96;-243.4;-0.06035
10;10000;asc;97;-182.6;-0.05703
10;10000;asc;98;-121.7;-0.05231
10;10000;asc;99;-60.9;-0.04849
10;10000;asc;100;0.0;-0.04498
10;10000;asc;101;60.9;-0.04111
10;10000;asc;102;121.7;-0.03652
10;10000;asc;103;182.6;-0.03196
10;10000;asc;104;243.4;-0.02775
10;10000;asc;105;304.3;-0.02344
10;10000;asc;106;365.2;-0.01808
10;10000;asc;107;426.0;-0.01072
10;10000;asc;108;486.9;-0.00497
10;10000;asc;109;547.7;0.00060
10;10000;asc;110;608.6;0.00695
10;10000;asc;111;669.5;0.01363
10;10000;asc;112;730.3;0.01948
10;10000;asc;113;791.2;0.02522
10;10000;asc;114;852.0;0.03214
10;10000;asc;115;912.9;0.03793
10;10000;asc;116;973.8;0.04466
10;10000;asc;117;1034.6;0.04986
10;10000;asc;118;1095.5;0.05478
10;10000;asc;119;1156.3;0.06028
10;10000;asc;120;1217.2;0.06506
10;10000;asc;121;1278.1;0.06979
10;10000;asc;122;1338.9;0.07492
10;10000;asc;123;1399.8;0.07881
10;10000;asc;124;1460.7;0.08318
10;10000;asc;125;1521.5;0.08790
10;10000;asc;126;1582.4;0.09220
10;10000;asc;127;1643.2;0.09602
10;10000;asc;128;1704.1;0.10017
10;10000;asc;129;1765.0;0.10373
10;10000;asc;130;1825.8;0.10702
10;10000;asc;131;1886.7;0.10981
10;10000;asc;132;1947.5;0.11331
10;10000;asc;133;2008.4;0.11785
10;10000;asc;134;2069.3;0.12114
10;10000;asc;135;2130.1;0.12440
10;10000;asc;136;2191.0;0.12809
10;10000;asc;137;2251.8;0.13135
10;10000;asc;138;2312.7;0.13495
10;10000;asc;139;2373.6;0.13795
10;10000;asc;140;2434.4;0.13993
10;10000;asc;141;2495.3;0.14226
10;10000;asc;142;2556.1;0.14662
10;10000;asc;143;2617.0;0.14924
10;10000;asc;144;2677.9;0.15227
10;10000;asc;145;2738.7;0.15491
10;10000;asc;146;2799.6;0.15767
10;10000;asc;147;2860.4;0.16068
10;10000;asc;148;2921.3;0.16383
10;10000;asc;149;2982.2;0.16597
10;10000;asc;150;3043.0;0.16699
10;10000;asc;151;3103.9;0.16981
10;10000;asc;152;3164.7;0.17217
10;10000;asc;153;3225.6;0.17396
10;10000;asc;154;3286.5;0.17770
10;10000;asc;155;3347.3;0.18124
10;10000;asc;156;3408.2;0.18256
10;10000;asc;157;3469.0;0.18446
10;10000;asc;158;3529.9;0.18749
10;10000;asc;159;3590.8;0.19007
10;10000;asc;160;3651.6;0.19249
10;10000;asc;161;3712.5;0.19459
10;10000;asc;162;3773.3;0.19675
10;10000;asc;163;3834.2;0.19813
10;10000;asc;164;3895.1;0.19923
10;10000;asc;165;3955.9;0.20184
10;10000;asc;166;4016.8;0.20531
10;10000;asc;167;4077.7;0.20735
10;10000;asc;168;4138.5;0.20907
10;10000;asc;169;4199.4;0.21113
10;10000;asc;170;4260.2;0.21372
10;10000;asc;171;4321.1;0.21603
10;10000;asc;172;4382.0;0.21798
10;10000;asc;173;4442.8;0.21978
10;10000;asc;174;4503.7;0.22147
10;10000;asc;175;4564.5;0.22379
10;10000;asc;176;4625.4;0.22634
10;10000;asc;177;4686.3;0.22796
10;10000;asc;178;4747.1;0.22959
10;10000;asc;179;4808.0;0.23176
10;10000;asc;180;4868.8;0.23416
10;10000;asc;181;4929.7;0.23599
10;10000;asc;182;4990.6;0.23803
10;10000;asc;183;5051.4;0.24002
10;10000;asc;184;5112.3;0.24122
10;10000;asc;185;5173.1;0.24252
10;10000;asc;186;5234.0;0.24476
10;10000;asc;187;5294.9;0.24681
10;10000;asc;188;5355.7;0.24925
10;10000;asc;189;5416.6;0.25110
10;10000;asc;190;5477.4;0.25297
10;10000;asc;191;5538.3;0.25447
10;10000;asc;192;5599.2;0.25601
10;10000;asc;193;5660.0;0.25817
10;10000;asc;194;5720.9;0.26091
10;10000;asc;195;5781.7;0.26336
10;10000;asc;196;5842.6;0.26508
10;10000;asc;197;5903.5;0.26631
10;10000;asc;198;5964.3;0.26763
10;10000;asc;199;6025.2;0.27050
10;10000;asc;200;6086.0;0.27290
0;10000;desc;0;6085.0;0.34105
0;10000;desc;1;6024.2;0.34032
0;10000;desc;2;5963.3;0.33853
0;10000;desc;3;5902.5;0.33653
0;10000;desc;4;5841.6;0.33453
0;10000;desc;5;5780.8;0.33224
0;10000;desc;6;5719.9;0.32999
0;10000;desc;7;5659.1;0.32826
0;10000;desc;8;5598.2;0.32670
0;10000;desc;9;5537.4;0.32490
0;10000;desc;10;5476.5;0.32320
0;10000;desc;11;5415.7;0.32141
0;10000;desc;12;5354.8;0.31964
0;10000;desc;13;5294.0;0.31796
0;10000;desc;14;5233.1;0.31584
0;10000;desc;15;5172.3;0.31363
0;10000;desc;16;5111.4;0.31117
0;10000;desc;17;5050.6;0.30856
0;10000;desc;18;4989.7;0.30624
0;10000;desc;19;4928.9;0.30438
0;10000;desc;20;4868.0;0.30288
0;10000;desc;21;4807.2;0.30131
0;10000;desc;22;4746.3;0.29875
0;10000;desc;23;4685.5;0.29595
0;10000;desc;24;4624.6;0.29425
0;10000;desc;25;4563.8;0.29217
0;10000;desc;26;4502.9;0.28938
0;10000;desc;27;4442.1;0.28739
0;10000;desc;28;4381.2;0.28539
0;10000;desc;29;4320.4;0.28328
0;10000;desc;30;4259.5;0.28114
0;10000;desc;31;4198.7;0.27886
0;10000;desc;32;4137.8;0.27665
0;10000;desc;33;4077.0;0.27465
0;10000;desc;34;4016.1;0.27223
0;10000;desc;35;3955.3;0.26960
0;10000;desc;36;3894.4;0.26762
0;10000;desc;37;3833.6;0.26529
0;10000;desc;38;3772.7;0.26309
0;10000;desc;39;3711.9;0.26036
0;10000;desc;40;3651.0;0.25752
0;10000;desc;41;3590.2;0.25470
0;10000;desc;42;3529.3;0.25219
0;10000;desc;43;3468.5;0.25006
0;10000;desc;44;3407.6;0.24759
0;10000;desc;45;3346.8;0.24496
0;10000;desc;46;3285.9;0.24248
0;10000;desc;47;3225.1;0.23951
0;10000;desc;48;3164.2;0.23679
0;10000;desc;49;3103.4;0.23537
0;10000;desc;50;3042.5;0.23351
0;10000;desc;51;2981.7;0.23109
0;10000;desc;52;2920.8;0.22802
0;10000;desc;53;2860.0;0.22474
0;10000;desc;54;2799.1;0.22244
0;10000;desc;55;2738.3;0.22057
0;10000;desc;56;2677.4;0.21842
0;10000;desc;57;2616.6;0.21471
0;10000;desc;58;2555.7;0.21153
0;10000;desc;59;2494.9;0.20915
0;10000;desc;60;2434.0;0.20669
0;10000;desc;61;2373.2;0.20408
0;10000;desc;62;2312.3;0.20135
0;10000;desc;63;2251.5;0.19869
0;10000;desc;64;2190.6;0.19630
0;10000;desc;65;2129.8;0.19365
0;10000;desc;66;2068.9;0.19034
0;10000;desc;67;2008.1;0.18737
0;10000;desc;68;1947.2;0.18452
0;10000;desc;69;1886.4;0.18206
0;10000;desc;70;1825.5;0.17933
0;10000;desc;71;1764.7;0.17575
0;10000;desc;72;1703.8;0.17264
0;10000;desc;73;1643.0;0.16947
0;10000;desc;74;1582.1;0.16617
0;10000;desc;75;1521.3;0.16332
0;10000;desc;76;1460.4;0.16057
0;10000;desc;77;1399.6;0.15781
0;10000;desc;78;1338.7;0.15424
0;10000;desc;79;1277.9;0.15132
0;10000;desc;80;1217.0;0.14786
0;10000;desc;81;1156.2;0.14424
0;10000;desc;82;1095.3;0.14047
0;10000;desc;83;1034.5;0.13641
0;10000;desc;84;973.6;0.13375
0;10000;desc;85;912.8;0.13041
0;10000;desc;86;851.9;0.12693
0;10000;desc;87;791.1;0.12416
0;10000;desc;88;730.2;0.12154
0;10000;desc;89;669.4;0.11771
0;10000;desc;90;608.5;0.11265
0;10000;desc;91;547.7;0.10891
0;10000;desc;92;486.8;0.10577
0;10000;desc;93;426.0;0.10179
0;10000;desc;94;365.1;0.09735
0;10000;desc;95;304.3;0.09392
0;10000;desc;96;243.4;0.09019
0;10000;desc;97;182.6;0.08562
0;10000;desc;98;121.7;0.08142
0;10000;desc;99;60.9;0.07931
0;10000;desc;100;0.0;0.07760
0;10000;desc;101;-60.9;0.06969
0;10000;desc;102;-121.7;0.06556
0;10000;desc;103;-182.6;0.06031
0;10000;desc;104;-243.4;0.05431
0;10000;desc;105;-304.3;0.04924
0;10000;desc;106;-365.1;0.04423
0;10000;desc;107;-426.0;0.03800
0;10000;desc;108;-486.8;0.03157
0;10000;desc;109;-547.7;0.02609
0;10000;desc;110;-608.5;0.01968
0;10000;desc;111;-669.4;0.01184
0;10000;desc;112;-730.2;0.00359
0;10000;desc;113;-791.1;-0.00429
0;10000;desc;114;-851.9;-0.01104
0;10000;desc;115;-912.8;-0.01932
0;10000;desc;116;-973.6;-0.02724
0;10000;desc;117;-1034.5;-0.03573
0;10000;desc;118;-1095.3;-0.04251
0;10000;desc;119;-1156.2;-0.04998
0;10000;desc;120;-1217.0;-0.05702
0;10000;desc;121;-1277.9;-0.06390
0;10000;desc;122;-1338.7;-0.07026
0;10000;desc;123;-1399.6;-0.07642
0;10000;desc;124;-1460.4;-0.08295
0;10000;desc;125;-1521.3;-0.08847
0;10000;desc;126;-1582.1;-0.09423
0;10000;desc;127;-1643.0;-0.09931
0;10000;desc;128;-1703.8;-0.10405
0;10000;desc;129;-1764.7;-0.10957
0;10000;desc;130;-1825.5;-0.11391
0;10000;desc;131;-1886.4;-0.11710
0;10000;desc;132;-1947.2;-0.12396
0;10000;desc;133;-2008.1;-0.13131
0;10000;desc;134;-2068.9;-0.13604
0;10000;desc;135;-2129.8;-0.13962
0;10000;desc;136;-2190.6;-0.14360
0;10000;desc;137;-2251.5;-0.14803
0;10000;desc;138;-2312.3;-0.15204
0;10000;desc;139;-2373.2;-0.15632
0;10000;desc;140;-2434.0;-0.16068
0;10000;desc;141;-2494.9;-0.16418
0;10000;desc;142;-2555.7;-0.16886
0;10000;desc;143;-2616.6;-0.17336
0;10000;desc;144;-2677.4;-0.17725
0;10000;desc;145;-2738.3;-0.18057
0;10000;desc;146;-2799.1;-0.18375
0;10000;desc;147;-2860.0;-0.18693
0;10000;desc;148;-2920.8;-0.19072
0;10000;desc;149;-2981.7;-0.19408
0;10000;desc;150;-3042.5;-0.19743
0;10000;desc;151;-3103.4;-0.20060
0;10000;desc;152;-3164.2;-0.20328
0;10000;desc;153;-3225.1;-0.20613
0;10000;desc;154;-3285.9;-0.20992
0;10000;desc;155;-3346.8;-0.21381
0;10000;desc;156;-3407.6;-0.21716
0;10000;desc;157;-3468.5;-0.21990
0;10000;desc;158;-3529.3;-0.22339
0;10000;desc;159;-3590.2;-0.22591
0;10000;desc;160;-3651.0;-0.22914
0;10000;desc;161;-3711.9;-0.23253
0;10000;desc;162;-3772.7;-0.23509
0;10000;desc;163;-3833.6;-0.23876
0;10000;desc;164;-3894.4;-0.24178
0;10000;desc;165;-3955.3;-0.24465
0;10000;desc;166;-4016.1;-0.24790
0;10000;desc;167;-4077.0;-0.25080
0;10000;desc;168;-4137.8;-0.25302
0;10000;desc;169;-4198.7;-0.25611
0;10000;desc;170;-4259.5;-0.25937
0;10000;desc;171;-4320.4;-0.26259
0;10000;desc;172;-4381.2;-0.26546
0;10000;desc;173;-4442.1;-0.26762
0;10000;desc;174;-4502.9;-0.27012
0;10000;desc;175;-4563.8;-0.27305
0;10000;desc;176;-4624.6;-0.27556
0;10000;desc;177;-4685.5;-0.27837
0;10000;desc;178;-4746.3;-0.28125
0;10000;desc;179;-4807.2;-0.28380
0;10000;desc;180;-4868.0;-0.28646
0;10000;desc;181;-4928.9;-0.28725
0;10000;desc;182;-4989.7;-0.28997
0;10000;desc;183;-5050.6;-0.29458
0;10000;desc;184;-5111.4;-0.29689
0;10000;desc;185;-5172.3;-0.29890
0;10000;desc;186;-5233.1;-0.30088
0;10000;desc;187;-5294.0;-0.30333
0;10000;desc;188;-5354.8;-0.30592
0;10000;desc;189;-5415.7;-0.30826
0;10000;desc;190;-5476.5;-0.31031
0;10000;desc;191;-5537.4;-0.31222
0;10000;desc;192;-5598.2;-0.31459
0;10000;desc;193;-5659.1;-0.31785
0;10000;desc;194;-5719.9;-0.32073
0;10000;desc;195;-5780.8;-0.32269
0;10000;desc;196;-5841.6;-0.32466
0;10000;desc;197;-5902.5;-0.32632
0;10000;desc;198;-5963.3;-0.32895
0;10000;desc;199;-6024.2;-0.33128
0;10000;desc;200;-6085.0;-0.33366
0;10000;asc;0;-6085.0;-0.33384
0;10000;asc;1;-6024.2;-0.33240
0;10000;asc;2;-5963.3;-0.33011
0;10000;asc;3;-5902.5;-0.32785
0;10000;asc;4;-5841.6;-0.32603
0;10000;asc;5;-5780.8;-0.32418
0;10000;asc;6;-5719.9;-0.32258
0;10000;asc;7;-5659.1;-0.32159
0;10000;asc;8;-5598.2;-0.32113
0;10000;asc;9;-5537.4;-0.31975
0;10000;asc;10;-5476.5;-0.31667
0;10000;asc;11;-5415.7;-0.31446
0;10000;asc;12;-5354.8;-0.31319
0;10000;asc;13;-5294.0;-0.31133
0;10000;asc;14;-5233.1;-0.30873
0;10000;asc;15;-5172.3;-0.30588
0;10000;asc;16;-5111.4;-0.30396
0;10000;asc;17;-5050.6;-0.30201
0;10000;asc;18;-4989.7;-0.30042
0;10000;asc;19;-4928.9;-0.29814
0;10000;asc;20;-4868.0;-0.29540
0;10000;asc;21;-4807.2;-0.29318
0;10000;asc;22;-4746.3;-0.29090
0;10000;asc;23;-4685.5;-0.28832
0;10000;asc;24;-4624.6;-0.28617
0;10000;asc;25;-4563.8;-0.28411
0;10000;asc;26;-4502.9;-0.28163
0;10000;asc;27;-4442.1;-0.27968
0;10000;asc;28;-4381.2;-0.27828
0;10000;asc;29;-4320.4;-0.27617
0;10000;asc;30;-4259.5;-0.27310
0;10000;asc;31;-4198.7;-0.27083
0;10000;asc;32;-4137.8;-0.26857
0;10000;asc;33;-4077.0;-0.26597
0;10000;asc;34;-4016.1;-0.26354
0;10000;asc;35;-3955.3;-0.26147
0;10000;asc;36;-3894.4;-0.25921
0;10000;asc;37;-3833.6;-0.25661
0;10000;asc;38;-3772.7;-0.25427
0;10000;asc;39;-3711.9;-0.25218
0;10000;asc;40;-3651.0;-0.24942
0;10000;asc;41;-3590.2;-0.24642
0;10000;asc;42;-3529.3;-0.24383
0;10000;asc;43;-3468.5;-0.24101
0;10000;asc;44;-3407.6;-0.23779
0;10000;asc;45;-3346.8;-0.23585
0;10000;asc;46;-3285.9;-0.23377
0;10000;asc;47;-3225.1;-0.23130
0;10000;asc;48;-3164.2;-0.22882
0;10000;asc;49;-3103.4;-0.22658
0;10000;asc;50;-3042.5;-0.22385
0;10000;asc;51;-2981.7;-0.22149
0;10000;asc;52;-2920.8;-0.21907
0;10000;asc;53;-2860.0;-0.21600
0;10000;asc;54;-2799.1;-0.21331
0;10000;asc;55;-2738.3;-0.21097
0;10000;asc;56;-2677.4;-0.20825
0;10000;asc;57;-2616.6;-0.20594
0;10000;asc;58;-2555.7;-0.20313
0;10000;asc;59;-2494.9;-0.20020
0;10000;asc;60;-2434.0;-0.19701
0;10000;asc;61;-2373.2;-0.19366
0;10000;asc;62;-2312.3;-0.19065
0;10000;asc;63;-2251.5;-0.18880
0;10000;asc;64;-2190.6;-0.18659
0;10000;asc;65;-2129.8;-0.18333
0;10000;asc;66;-2068.9;-0.18027
0;10000;asc;67;-2008.1;-0.17733
0;10000;asc;68;-1947.2;-0.17395
0;10000;asc;69;-1886.4;-0.17113
0;10000;asc;70;-1825.5;-0.16756
0;10000;asc;71;-1764.7;-0.16435
0;10000;asc;72;-1703.8;-0.16125
0;10000;asc;73;-1643.0;-0.15850
0;10000;asc;74;-1582.1;-0.15537
0;10000;asc;75;-1521.3;-0.15187
0;10000;asc;76;-1460.4;-0.14871
0;10000;asc;77;-1399.6;-0.14555
0;10000;asc;78;-1338.7;-0.14225
0;10000;asc;79;-1277.9;-0.13921
0;10000;asc;80;-1217.0;-0.13568
0;10000;asc;81;-1156.2;-0.13165
0;10000;asc;82;-1095.3;-0.12860
0;10000;asc;83;-1034.5;-0.12567
0;10000;asc;84;-973.6;-0.12239
0;10000;asc;85;-912.8;-0.11929
0;10000;asc;86;-851.9;-0.11537
0;10000;asc;87;-791.1;-0.11058
0;10000;asc;88;-730.2;-0.10667
0;10000;asc;89;-669.4;-0.10302
0;10000;asc;90;-608.5;-0.09909
0;10000;asc;91;-547.7;-0.09592
0;10000;asc;92;-486.8;-0.09242
0;10000;asc;93;-426.0;-0.08814
0;10000;asc;94;-365.1;-0.08386
0;10000;asc;95;-304.3;-0.07916
0;10000;asc;96;-243.4;-0.07502
0;10000;asc;97;-182.6;-0.07068
0;10000;asc;98;-121.7;-0.06643
0;10000;asc;99;-60.9;-0.06175
0;10000;asc;100;0.0;-0.05761
0;10000;asc;101;60.9;-0.05163
0;10000;asc;102;121.7;-0.04771
0;10000;asc;103;182.6;-0.04183
0;10000;asc;104;243.4;-0.03651
0;10000;asc;105;304.3;-0.03114
0;10000;asc;106;365.1;-0.02515
0;10000;asc;107;426.0;-0.01808
0;10000;asc;108;486.8;-0.01180
0;10000;asc;109;547.7;-0.00443
0;10000;asc;110;608.5;0.00179
0;10000;asc;111;669.4;0.00729
0;10000;asc;112;730.2;0.02040
0;10000;asc;113;791.1;0.02700
0;10000;asc;114;851.9;0.03372
0;10000;asc;115;912.8;0.04134
0;10000;asc;116;973.6;0.05055
0;10000;asc;117;1034.5;0.05678
0;10000;asc;118;1095.3;0.06361
0;10000;asc;119;1156.2;0.07080
0;10000;asc;120;1217.0;0.07729
0;10000;asc;121;1277.9;0.08370
0;10000;asc;122;1338.7;0.08915
0;10000;asc;123;1399.6;0.09562
0;10000;asc;124;1460.4;0.10187
0;10000;asc;125;1521.3;0.10730
0;10000;asc;126;1582.1;0.11251
0;10000;asc;127;1643.0;0.11678
0;10000;asc;128;1703.8;0.12215
0;10000;asc;129;1764.7;0.12759
0;10000;asc;130;1825.5;0.13223
0;10000;asc;131;1886.4;0.13663
0;10000;asc;132;1947.2;0.14101
0;10000;asc;133;2008.1;0.14619
0;10000;asc;134;2068.9;0.15095
0;10000;asc;135;2129.8;0.15494
0;10000;asc;136;2190.6;0.16054
0;10000;asc;137;2251.5;0.16338
0;10000;asc;138;2312.3;0.16738
0;10000;asc;139;2373.2;0.16982
0;10000;asc;140;2434.0;0.17440
0;10000;asc;141;2494.9;0.17869
0;10000;asc;142;2555.7;0.18263
0;10000;asc;143;2616.6;0.18618
0;10000;asc;144;2677.4;0.19002
0;10000;asc;145;2738.3;0.19280
