T_C;seria_Hmax_nom_A_per_m;branch;i;H_A_per_m;B_T
-30;90000;desc;23;39819.7;1.49740
-30;90000;desc;24;39178.3;1.49353
-30;90000;desc;25;38536.4;1.48992
-30;90000;desc;26;37894.5;1.48619
-30;90000;desc;27;37251.2;1.48344
-30;90000;desc;28;36611.6;1.47872
-30;90000;desc;29;35971.4;1.47413
-30;90000;desc;30;35329.9;1.47021
-30;90000;desc;31;34690.2;1.46539
-30;90000;desc;32;34050.8;1.46046
-30;90000;desc;33;33415.2;1.45406
-30;90000;desc;34;32775.3;1.44932
-30;90000;desc;35;32133.9;1.44536
-30;90000;desc;36;31495.2;1.44019
-30;90000;desc;37;30854.8;1.43575
-30;90000;desc;38;30228.9;1.42689
-30;90000;desc;39;29602.3;1.41789
-30;90000;desc;40;28972.3;1.40974
-30;90000;desc;41;28336.4;1.40354
-30;90000;desc;42;27706.6;1.39531
-30;90000;desc;43;27075.4;1.38751
-30;90000;desc;44;26441.4;1.38054
-30;90000;desc;45;25821.9;1.36978
-30;90000;desc;46;25190.8;1.36192
-30;90000;desc;47;24569.0;1.35173
-30;90000;desc;48;23955.3;1.33982
-30;90000;desc;49;23325.3;1.33169
-30;90000;desc;50;22706.8;1.32069
-30;90000;desc;51;22100.9;1.30724
-30;90000;desc;52;21493.8;1.29402
-30;90000;desc;53;20888.3;1.28057
-30;90000;desc;54;20282.7;1.26707
-30;90000;desc;55;19677.6;1.25349
-30;90000;desc;56;19088.9;1.23731
-30;90000;desc;57;18491.0;1.22251
-30;90000;desc;58;17898.3;1.20699
-30;90000;desc;59;17315.0;1.19002
-30;90000;desc;60;16723.3;1.17428
-30;90000;desc;61;16152.5;1.15572
-30;90000;desc;62;15584.9;1.13680
-30;90000;desc;63;15015.8;1.11808
-30;90000;desc;64;14455.0;1.09832
-30;90000;desc;65;13882.1;1.08000
-30;90000;desc;66;13322.3;1.06010
-30;90000;desc;67;12785.8;1.03784
-30;90000;desc;68;12232.8;1.01716
-30;90000;desc;69;11685.5;0.99590
-30;90000;desc;70;11167.7;0.97180
-30;90000;desc;71;10634.8;0.94912
-30;90000;desc;72;10127.5;0.92412
-30;90000;desc;73;9599.7;0.90100
-30;90000;desc;74;9094.8;0.87590
-30;90000;desc;75;8618.9;0.84890
-30;90000;desc;76;8114.2;0.82402
-30;90000;desc;77;7608.6;0.79895
-30;90000;desc;78;7140.0;0.77101
-30;90000;desc;79;6681.9;0.74243
-30;90000;desc;80;6209.2;0.71540
-30;90000;desc;81;5778.4;0.68525
-30;90000;desc;82;5321.2;0.65654
-30;90000;desc;83;4867.4;0.62781
-30;90000;desc;84;4465.6;0.59586
-30;90000;desc;85;4014.2;0.56673
-30;90000;desc;86;3620.9;0.53430
-30;90000;desc;87;3210.5;0.50276
-30;90000;desc;88;2815.1;0.47042
-30;90000;desc;89;2434.8;0.43732
-30;90000;desc;90;2054.5;0.40426
-30;90000;desc;91;1694.9;0.37022
-30;90000;desc;92;1374.5;0.33449
-30;90000;desc;93;1032.4;0.29962
-30;90000;desc;94;707.0;0.26418
-30;90000;desc;95;428.8;0.22693
-30;90000;desc;96;157.2;0.18946
-30;90000;desc;97;-95.5;0.15139
-30;90000;desc;98;-312.7;0.11240
-30;90000;desc;99;-500.3;0.07272
-30;90000;desc;100;-685.3;0.03296
-30;90000;desc;101;-858.1;-0.00668
-30;90000;desc;102;-982.8;-0.04746
-30;90000;desc;103;-1105.5;-0.08825
-30;90000;desc;104;-1296.8;-0.12790
-30;90000;desc;105;-1468.4;-0.16792
-30;90000;desc;106;-1673.1;-0.20725
-30;90000;desc;107;-1903.2;-0.24596
-30;90000;desc;108;-2155.7;-0.28387
-30;90000;desc;109;-2460.1;-0.32014
-30;90000;desc;110;-2745.2;-0.35709
-30;90000;desc;111;-3062.2;-0.39293
-30;90000;desc;112;-3401.3;-0.42789
-30;90000;desc;113;-3739.9;-0.46278
-30;90000;desc;114;-4121.4;-0.49567
-30;90000;desc;115;-4507.2;-0.52829
-30;90000;desc;116;-4914.6;-0.55984
-30;90000;desc;117;-5260.9;-0.59452
-30;90000;desc;118;-5725.6;-0.62257
-30;90000;desc;119;-6170.2;-0.65215
-30;90000;desc;120;-6599.5;-0.68252
-30;90000;desc;121;-7040.5;-0.71221
-30;90000;desc;122;-7500.3;-0.74062
-30;90000;desc;123;-7982.7;-0.76751
-30;90000;desc;124;-8442.9;-0.79604
-30;90000;desc;125;-8932.3;-0.82249
-30;90000;desc;126;-9427.4;-0.84851
-30;90000;desc;127;-9929.2;-0.87397
-30;90000;desc;128;-10433.7;-0.89911
-30;90000;desc;129;-10960.2;-0.92243
-30;90000;desc;130;-11482.2;-0.94599
-30;90000;desc;131;-12015.7;-0.96859
-30;90000;desc;132;-12539.6;-0.99165
-30;90000;desc;133;-13068.9;-1.01466
-30;90000;desc;134;-13604.4;-1.03709
-30;90000;desc;135;-14171.5;-1.05602
-30;90000;desc;136;-14731.3;-1.07586
-30;90000;desc;137;-15287.3;-1.09594
-30;90000;desc;138;-15845.6;-1.11583
-30;90000;desc;139;-16420.1;-1.13377
-30;90000;desc;140;-16987.7;-1.15272
-30;90000;desc;141;-17581.3;-1.16815
-30;90000;desc;142;-18163.9;-1.18521
-30;90000;desc;143;-18757.4;-1.20066
-30;90000;desc;144;-19338.3;-1.21787
-30;90000;desc;145;-19931.7;-1.23330
-30;90000;desc;146;-20528.9;-1.24799
-30;90000;desc;147;-21141.8;-1.26016
-30;90000;desc;148;-21743.7;-1.27428
-30;90000;desc;149;-22352.8;-1.28714
-30;90000;desc;150;-22965.6;-1.29925
-30;90000;desc;151;-23585.2;-1.30982
-30;90000;desc;152;-24199.0;-1.32172
-30;90000;desc;153;-24822.0;-1.33169
-30;90000;desc;154;-25442.4;-1.34230
-30;90000;desc;155;-26068.5;-1.35154
-30;90000;desc;156;-26698.4;-1.35971
-30;90000;desc;157;-27318.9;-1.37016
-30;90000;desc;158;-27948.0;-1.37852
-30;90000;desc;159;-28580.3;-1.38604
-30;90000;desc;160;-29214.8;-1.39285
-30;90000;desc;161;-29842.5;-1.40169
-30;90000;desc;162;-30474.4;-1.40931
-30;90000;desc;163;-31114.8;-1.41368
-30;90000;desc;164;-31747.3;-1.42111
-30;90000;desc;165;-32385.8;-1.42643
-30;90000;desc;166;-33023.0;-1.43227
-30;90000;desc;167;-33661.1;-1.43777
-30;90000;desc;168;-34305.7;-1.43943
-30;90000;desc;169;-34942.5;-1.44518
-30;90000;desc;170;-35581.8;-1.44988
-30;90000;desc;171;-36223.6;-1.45360
-30;90000;desc;172;-36864.8;-1.45756
-30;90000;desc;173;-37502.2;-1.46330
-30;90000;desc;174;-38144.0;-1.46707
-30;90000;desc;175;-38784.0;-1.47171
-30;90000;desc;176;-39425.6;-1.47527
-30;90000;desc;177;-40069.8;-1.47717
-30;90000;desc;178;-40713.1;-1.47966
-30;90000;desc;179;-41355.9;-1.48251
-30;90000;desc;180;-41997.3;-1.48646
-30;90000;desc;181;-42640.2;-1.48927
-30;90000;desc;182;-43283.7;-1.49159
-30;90000;desc;183;-43927.0;-1.49416
-30;90000;desc;184;-44569.5;-1.49750
-30;90000;desc;185;-45215.0;-1.49836
-30;90000;desc;186;-45856.8;-1.50197
-30;90000;desc;187;-46501.7;-1.50340
-30;90000;desc;188;-47143.7;-1.50689
-30;90000;desc;189;-47789.7;-1.50679
-30;90000;desc;190;-48432.2;-1.50974
-30;90000;desc;191;-49076.4;-1.51175
-30;90000;desc;192;-49718.9;-1.51519
-30;90000;desc;193;-50364.7;-1.51588
-30;90000;desc;194;-51010.4;-1.51721
-30;90000;desc;195;-51653.0;-1.52095
-30;90000;desc;196;-52298.7;-1.52204
-30;90000;desc;197;-52941.3;-1.52494
-30;90000;desc;198;-53587.0;-1.52512
-30;90000;desc;199;-54233.2;-1.52564
-30;90000;desc;200;-54846.4;-1.53040
-30;90000;asc;0;-54846.4;-1.53040
-30;90000;asc;1;-54175.3;-1.52904
-30;90000;asc;2;-53532.7;-1.52765
-30;90000;asc;3;-52886.2;-1.52775
-30;90000;asc;4;-52242.4;-1.52582
-30;90000;asc;5;-51597.6;-1.52589
-30;90000;asc;6;-50954.1;-1.52475
-30;90000;asc;7;-50309.6;-1.52453
-30;90000;asc;8;-49663.0;-1.52595
-30;90000;asc;9;-49020.2;-1.52301
-30;90000;asc;10;-48374.8;-1.52208
-30;90000;asc;11;-47729.3;-1.52127
-30;90000;asc;12;-47087.9;-1.51717
-30;90000;asc;13;-46446.4;-1.51313
-30;90000;asc;14;-45802.9;-1.51033
-30;90000;asc;15;-45158.7;-1.50816
-30;90000;asc;16;-44513.8;-1.50679
-30;90000;asc;17;-43870.4;-1.50413
-30;90000;asc;18;-43225.7;-1.50240
-30;90000;asc;19;-42582.4;-1.49952
-30;90000;asc;20;-41940.0;-1.49612
-30;90000;asc;21;-41295.2;-1.49435
-30;90000;asc;22;-40653.0;-1.49075
-30;90000;asc;23;-40010.7;-1.48718
-30;90000;asc;24;-39365.8;-1.48572
-30;90000;asc;25;-38725.2;-1.48144
-30;90000;asc;26;-38085.1;-1.47672
-30;90000;asc;27;-37440.8;-1.47444
-30;90000;asc;28;-36800.2;-1.46987
-30;90000;asc;29;-36161.1;-1.46468
-30;90000;asc;30;-35522.6;-1.45938
-30;90000;asc;31;-34880.3;-1.45577
-30;90000;asc;32;-34238.6;-1.45192
-30;90000;asc;33;-33601.8;-1.44584
-30;90000;asc;34;-32960.2;-1.44188
-30;90000;asc;35;-32321.8;-1.43638
-30;90000;asc;36;-31688.2;-1.42919
-30;90000;asc;37;-31055.0;-1.42188
-30;90000;asc;38;-30415.5;-1.41695
-30;90000;asc;39;-29776.6;-1.41191
-30;90000;asc;40;-29146.4;-1.40369
-30;90000;asc;41;-28514.9;-1.39588
-30;90000;asc;42;-27887.1;-1.38705
-30;90000;asc;43;-27259.0;-1.37830
-30;90000;asc;44;-26631.6;-1.36932
-30;90000;asc;45;-26006.1;-1.35987
-30;90000;asc;46;-25381.9;-1.35006
-30;90000;asc;47;-24753.7;-1.34130
-30;90000;asc;48;-24135.9;-1.33012
-30;90000;asc;49;-23517.1;-1.31915
-30;90000;asc;50;-22914.1;-1.30521
-30;90000;asc;51;-22292.5;-1.29483
-30;90000;asc;52;-21684.7;-1.28164
-30;90000;asc;53;-21082.7;-1.26752
-30;90000;asc;54;-20471.2;-1.25503
-30;90000;asc;55;-19877.2;-1.23961
-30;90000;asc;56;-19286.9;-1.22364
-30;90000;asc;57;-18692.8;-1.20821
-30;90000;asc;58;-18101.6;-1.19245
-30;90000;asc;59;-17512.3;-1.17640
-30;90000;asc;60;-16911.4;-1.16210
-30;90000;asc;61;-16354.3;-1.14190
-30;90000;asc;62;-15786.6;-1.12289
-30;90000;asc;63;-15212.7;-1.10474
-30;90000;asc;64;-14645.4;-1.08571
-30;90000;asc;65;-14085.0;-1.06587
-30;90000;asc;66;-13519.3;-1.04665
-30;90000;asc;67;-12999.4;-1.02285
-30;90000;asc;68;-12429.3;-1.00425
-30;90000;asc;69;-11900.2;-0.98123
-30;90000;asc;70;-11366.2;-0.95860
-30;90000;asc;71;-10859.3;-0.93364
-30;90000;asc;72;-10330.3;-0.91053
-30;90000;asc;73;-9814.5;-0.88635
-30;90000;asc;74;-9310.1;-0.86116
-30;90000;asc;75;-8805.4;-0.83602
-30;90000;asc;76;-8333.2;-0.80832
-30;90000;asc;77;-7831.6;-0.78286
-30;90000;asc;78;-7339.7;-0.75680
-30;90000;asc;79;-6883.1;-0.72797
-30;90000;asc;80;-6396.1;-0.70136
-30;90000;asc;81;-5965.7;-0.67098
-30;90000;asc;82;-5507.6;-0.64245
-30;90000;asc;83;-5059.6;-0.61307
-30;90000;asc;84;-4650.1;-0.58167
-30;90000;asc;85;-4208.0;-0.55201
-30;90000;asc;86;-3798.2;-0.52048
-30;90000;asc;87;-3401.6;-0.48820
-30;90000;asc;88;-3026.6;-0.45511
-30;90000;asc;89;-2628.0;-0.42297
-30;90000;asc;90;-2247.7;-0.38978
-30;90000;asc;91;-1902.6;-0.35501
-30;90000;asc;92;-1560.9;-0.32009
-30;90000;asc;93;-1248.0;-0.28404
-30;90000;asc;94;-932.8;-0.24808
-30;90000;asc;95;-644.7;-0.21126
-30;90000;asc;96;-351.6;-0.17451
-30;90000;asc;97;-77.8;-0.13709
-30;90000;asc;98;132.1;-0.09784
-30;90000;asc;99;299.9;-0.05771
-30;90000;asc;100;488.0;-0.01801
-30;90000;asc;101;636.2;0.02242
-30;90000;asc;102;787.5;0.06287
-30;90000;asc;103;931.3;0.10335
-30;90000;asc;104;1110.1;0.14322
-30;90000;asc;105;1294.4;0.18280
-30;90000;asc;106;1490.4;0.22227
-30;90000;asc;107;1756.7;0.25993
-30;90000;asc;108;1991.6;0.29851
-30;90000;asc;109;2271.1;0.33563
-30;90000;asc;110;2559.3;0.37254
-30;90000;asc;111;2913.8;0.40687
-30;90000;asc;112;3254.2;0.44174
-30;90000;asc;113;3607.0;0.47612
-30;90000;asc;114;3988.8;0.50920
-30;90000;asc;115;4391.3;0.54119
-30;90000;asc;116;4804.5;0.57245
-30;90000;asc;117;5185.4;0.60546
-30;90000;asc;118;5605.0;0.63655
-30;90000;asc;119;6061.4;0.66534
-30;90000;asc;120;6508.8;0.69473
-30;90000;asc;121;6972.9;0.72305
-30;90000;asc;122;7438.8;0.75120
-30;90000;asc;123;7890.1;0.78036
-30;90000;asc;124;8359.2;0.80828
-30;90000;asc;125;8851.5;0.83431
-30;90000;asc;126;9365.5;0.85866
-30;90000;asc;127;9863.0;0.88444
-30;90000;asc;128;10361.8;0.91003
-30;90000;asc;129;10891.4;0.93299
-30;90000;asc;130;11418.7;0.95583
-30;90000;asc;131;11926.3;0.98066
-30;90000;asc;132;12472.4;1.00189
-30;90000;asc;133;13011.4;1.02402
-30;90000;asc;134;13566.6;1.04442
-30;90000;asc;135;14119.5;1.06489
-30;90000;asc;136;14665.9;1.08622
-30;90000;asc;137;15228.1;1.10587
-30;90000;asc;138;15798.5;1.12456
-30;90000;asc;139;16356.5;1.14468
-30;90000;asc;140;16941.0;1.16152
-30;90000;asc;141;17528.1;1.17800
-30;90000;asc;142;18100.2;1.19646
-30;90000;asc;143;18692.9;1.21204
-30;90000;asc;144;19285.2;1.22764
-30;90000;asc;145;19890.8;1.24118
-30;90000;asc;146;20497.2;1.25455
-30;90000;asc;147;21087.8;1.27038
-30;90000;asc;148;21725.0;1.27539
-30;90000;asc;149;22321.7;1.28768
-30;90000;asc;150;22886.7;1.30678
-30;90000;asc;151;23500.4;1.31882
-30;90000;asc;152;24119.7;1.32974
-30;90000;asc;153;24736.6;1.34115
-30;90000;asc;154;25364.6;1.34999
-30;90000;asc;155;25983.3;1.36099
-30;90000;asc;156;26608.8;1.37047
-30;90000;asc;157;27240.2;1.37831
-30;90000;asc;158;27870.1;1.38661
-30;90000;asc;159;28500.6;1.39473
-30;90000;asc;160;29135.4;1.40156
-30;90000;asc;161;29768.1;1.40903
-30;90000;asc;162;30401.5;1.41631
-30;90000;asc;163;31036.6;1.42301
-30;90000;asc;164;31674.6;1.42851
-30;90000;asc;165;32311.0;1.43478
-30;90000;asc;166;32948.7;1.44038
-30;90000;asc;167;33591.2;1.44382
-30;90000;asc;168;34231.6;1.44846
-30;90000;asc;169;34867.7;1.45478
-30;90000;asc;170;35507.3;1.45974
-30;90000;asc;171;36148.2;1.46409
-30;90000;asc;172;36790.3;1.46775
-30;90000;asc;173;37432.3;1.47150
-30;90000;asc;174;38073.3;1.47576
-30;90000;asc;175;38715.6;1.47933
-30;90000;asc;176;39357.9;1.48281
-30;90000;asc;177;40002.8;1.48444
-30;90000;asc;178;40644.7;1.48832
-30;90000;asc;179;41286.6;1.49218
-30;90000;asc;180;41930.3;1.49481
-30;90000;asc;181;42572.2;1.49861
-30;90000;asc;182;43215.4;1.50169
-30;90000;asc;183;43859.5;1.50403
-30;90000;asc;184;44502.5;1.50689
-30;90000;asc;185;45148.8;1.50671
-30;90000;asc;186;45791.7;1.50983
-30;90000;asc;187;46435.1;1.51276
-30;90000;asc;188;47078.4;1.51558
-30;90000;asc;189;47724.2;1.51626
-30;90000;asc;190;48367.0;1.51940
-30;90000;asc;191;49013.4;1.51905
-30;90000;asc;192;49657.6;1.52116
-30;90000;asc;193;50301.4;1.52428
-30;90000;asc;194;50945.0;1.52806
-30;90000;asc;195;51589.8;1.53115
-30;90000;asc;196;52236.2;1.53313
-30;90000;asc;197;52878.9;1.53648
-30;90000;asc;198;53524.9;1.53765
-30;90000;asc;199;54171.4;1.53887
-30;90000;asc;200;54704.8;1.54502
